pair_id,intent_category,raw_customer_message,raw_support_reply,customer_message,support_reply
SPOT-0364,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0365,General Query & Feature Request,@SpotifyCares Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is Canvas Animations available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0366,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on Web Player without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0367,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Home Tab on MacBook Pro.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Home Tab on MacBook Pro.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0368,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Search Screen on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Search Screen on iPad Air.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0369,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after 30 seconds on Apple Watch.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0370,General Query & Feature Request,@SpotifyCares Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA,Is DJ AI Feature available in my region yet?,Hi! Keep an eye on our official newsroom updates for feature availability in your region! ^CA
SPOT-0371,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPad Air without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0372,Billing & Refund Request,@SpotifyCares Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $16.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0373,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Home Tab on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Home Tab on Apple Watch.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0374,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Liked Songs on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Liked Songs on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0375,Subscription & Premium,@SpotifyCares Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Individual to Family. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0376,Login & Auth Issue,"@SpotifyCares Can't sign in on MacBook Pro, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on MacBook Pro, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0377,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on iPhone 15.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0378,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Home Tab on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Home Tab on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0379,Login & Auth Issue,"@SpotifyCares Can't sign in on Android 14, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on Android 14, error says Error 404.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0380,Login & Auth Issue,"@SpotifyCares Can't sign in on iPhone 15, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK,"Can't sign in on iPhone 15, error says Authentication Failed.",Hi! Try clearing app cache and restarting your device. Send us a DM if issue persists! ^NK
SPOT-0381,Subscription & Premium,@SpotifyCares Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Free to Individual Premium. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0382,App Crash & Performance,@SpotifyCares Spotify app keeps crashing when loading Artist Page on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK,Spotify app keeps crashing when loading Artist Page on Windows 11.,Hi! Perform a clean reinstall of the app to clear corrupted cache. ^NK
SPOT-0383,Billing & Refund Request,@SpotifyCares Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP,Charged $19.99 on my card for Spotify but I don't have an active subscription.,Hi! DM us the charge details and transaction date so we can track down the account responsible. ^BP
SPOT-0384,Playback & Audio Bugs,@SpotifyCares Songs stop playing randomly after every song transition on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA,Songs stop playing randomly after every song transition on Web Player.,Hey! Check background battery optimization settings for Spotify on your device. ^CA
SPOT-0385,Playlist & Library Issues,@SpotifyCares Cannot edit or reorder tracks in my playlist My Top 2026 Hits on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP,Cannot edit or reorder tracks in my playlist My Top 2026 Hits on MacBook Pro.,Hey! Make sure playlist isn't set to read-only or collaborative mode without edit permissions. ^BP
SPOT-0386,Account Compromise & Security,@SpotifyCares Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM,Got account alert that password was modified on iPhone 15 without my consent.,Hi! Send us a direct message immediately so our security team can secure your account. ^JM
SPOT-0387,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
SPOT-0388,Subscription & Premium,@SpotifyCares Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM,Want to switch my plan from Student to Duo. How does billing work?,Hey! You can change your plan under account overview. Any unused time will be prorated! ^JM
